id,argument1,argument2,topic,score
3107,They become less violent over time and stats show the same .,"The peer pressures of stylish dressing with the “ best ” brands are alleviated , especially when students may not wear any uniform pieces from name brand companies .",School uniforms,0.4285714286
3108,"In the schools where uniforms have been introduced , grades go up , crime goes down , attitudes become more respectful , students worry less about how they look , and the general ” school climate ” improves .",This is a very useful ability for teachers and if it means fewer children going missing it 's of course a good thing .,School uniforms,0.4821428571
3109,"Although not a panacea for rectifying educational issues , students who wear uniforms may engender positive changes in themselves and in schools .",But uniforms also make it easier for people with bad intentions to spot and target children who are at risk of losing contact with the group .,School uniforms,0.5
3110,"In the Australian state of Queensland , Ombudsman Fred Albietz ruled in 1998 that state schools may not require uniforms .","Also , clothing with brands supporting drugs , violence and alcohol is also a concern .",School uniforms,0.2678571429
3111,I can hardly find a uniform-wearer who says that she feels cozy and snug in her boring attire .,"KATIE : I think that here sometimes , more emphasis was placed on the uniform , rather than our work ; for instance , I got caught once by Mrs. Parker lower down the school , for wearing a too short skirt !",School uniforms,0.4642857143
3112,"Adopting uniforms certainly did not blur the socioeconomic lines in our student body . """,They tend to bond in nicely with their peers and can create an environment where they could learn more effectively in a group .,School uniforms,0.5178571429
3113,Finland ’s schools top international league tables and do n’t have school uniform ; while the UK has the uniforms without the stunning results .,They argue that kids lose their self-identity when they lose their right to freely express themselves through personal fashion .,School uniforms,0.3571428571
3114,Good portion of this valuable time can be saved if we have a strict uniform policy at school .,"However , as indicated the changes in frequency of these infractions were independent of which dress code was operative at a school .",School uniforms,0.4821428571
3115,"Years ago , parents also complained that it was difficult to find uniforms , but that ceased to be an issue after large chain stores like Target and Wal-Mart began selling them .",Teachers overwhelmingly agreed that school uniforms improved the learning environment .,School uniforms,0.5178571429
3116,"Medical marijuana is another thing , but I think it 's bad and I feel strongly about that … If they [ Colorado ] vote for it , they vote for it but , you know , they 've got a lot of problems going on right now in Colorado , some big problems . ""","Discipline - if needed in the first place - comes with choice , not with an absense of choice !",School uniforms,0.3392857143
